Episode,Episode Score,Running Average
175,680.0,722.7
176,730.0,725.2
177,530.0,724.7
178,180.0,721.7
179,430.0,718.2
180,930.0,716.2
181,1180.0,721.7
182,580.0,716.7
183,1080.0,719.2
184,180.0,711.7
185,1080.0,717.2
186,730.0,718.2
187,1180.0,722.4
188,630.0,721.9
189,930.0,721.4
190,880.0,722.9
191,830.0,722.4
192,680.0,722.4
193,730.0,718.9
194,1080.0,724.9
195,1030.0,730.9
196,730.0,731.9
197,380.0,726.9
198,1280.0,729.9
199,580.0,728.1
200,830.0,733.1
201,1080.0,734.1
202,630.0,737.6
203,430.0,731.6
204,580.0,730.1
205,980.0,736.1
206,830.0,736.1
207,780.0,736.1
208,530.0,739.1
209,630.0,740.8
210,1080.0,743.8
211,980.0,751.3
212,980.0,754.8
213,980.0,755.8
214,830.0,754.3
215,310.0,750.6
216,710.0,747.4
217,1180.0,750.9
218,530.0,749.9
219,830.0,756.6
220,380.0,756.8
221,980.0,761.3
222,430.0,759.3
223,480.0,753.3
224,680.0,752.3
225,780.0,748.3
226,430.0,747.8
227,480.0,746.8
228,780.0,749.0
229,830.0,750.0
230,980.0,750.0
231,680.0,752.5
232,980.0,752.0
233,580.0,753.2
234,530.0,751.7
235,730.0,751.7
236,1080.0,756.7
237,780.0,757.7
238,980.0,757.7
239,580.0,755.2
240,180.0,745.2
241,110.0,736.0
242,310.0,730.8
243,360.0,728.6
244,240.0,727.7
245,530.0,726.2
246,380.0,723.7
247,480.0,717.7
248,680.0,715.7
249,380.0,717.4
250,730.0,718.9
251,530.0,714.4
252,580.0,711.4
253,430.0,711.9
254,930.0,712.4
255,930.0,710.9
256,880.0,708.9
257,730.0,707.6
258,480.0,706.1
259,860.0,702.9
260,680.0,699.4
261,480.0,701.4
262,580.0,695.4
263,1080.0,702.4
264,730.0,699.9
265,280.0,700.4
266,930.0,703.9
267,280.0,701.4
268,530.0,694.9
269,510.0,696.2
270,680.0,695.2
271,160.0,688.0
272,1180.0,693.5
273,730.0,692.5
274,480.0,691.5
275,880.0,693.5
276,1030.0,696.5
277,580.0,697.0
278,760.0,702.8
279,430.0,702.8
280,430.0,697.8
281,730.0,693.3
282,980.0,697.3
283,460.0,691.1
284,380.0,693.1
285,480.0,687.1
286,980.0,689.6
287,630.0,684.1
288,310.0,680.9
289,330.0,674.9
290,280.0,668.9
291,930.0,669.9
292,1030.0,673.4
293,580.0,671.9
294,1080.0,671.9
295,530.0,666.9
296,530.0,664.9
297,680.0,667.9
298,560.0,660.7
299,480.0,659.7
300,830.0,659.7
301,1130.0,660.2
302,180.0,655.7
303,580.0,657.2
304,240.0,653.8
305,380.0,647.8
306,210.0,641.6
307,480.0,638.6
308,260.0,635.9
309,280.0,632.4
310,830.0,629.9
311,260.0,622.7
312,1030.0,623.2
313,260.0,616.0
314,980.0,617.5
315,210.0,616.5
316,1030.0,619.7
317,460.0,612.5
318,210.0,609.3
319,860.0,609.6
320,930.0,615.1
321,930.0,614.6
322,380.0,614.1
323,530.0,614.6
324,230.0,610.1
325,430.0,606.6
326,880.0,611.1
327,430.0,610.6
328,660.0,609.4
329,530.0,606.4
330,330.0,599.9
331,380.0,596.9
332,630.0,593.4
333,210.0,589.7
334,180.0,586.2
335,80.0,579.7
336,180.0,570.7
337,330.0,566.2
338,280.0,559.2
339,330.0,556.7
340,360.0,558.5
341,380.0,561.2
342,360.0,561.7
343,430.0,562.4
344,530.0,565.3
345,680.0,566.8
346,730.0,570.3
347,480.0,570.3
348,1080.0,574.3
349,380.0,574.3
350,1030.0,577.3
351,510.0,577.1
352,80.0,572.1
353,630.0,574.1
354,530.0,570.1
355,630.0,567.1
356,980.0,568.1
357,660.0,567.4
358,730.0,569.9
359,280.0,564.1
360,180.0,559.1
361,430.0,558.6
362,310.0,555.9
363,880.0,553.9
364,480.0,551.4
365,360.0,552.2
366,330.0,546.2
367,360.0,547.0
368,260.0,544.3
369,480.0,544.0
370,530.0,542.5
371,530.0,546.2
372,430.0,538.7
373,260.0,534.0
374,980.0,539.0
375,310.0,533.3
376,160.0,524.6
377,480.0,523.6
378,880.0,524.8
379,930.0,529.8
380,530.0,530.8
381,810.0,531.6
382,580.0,527.6
383,430.0,527.3
384,680.0,530.3
385,330.0,528.8
386,110.0,520.1
387,580.0,519.6
388,230.0,518.8
389,310.0,518.6
390,480.0,520.6
391,340.0,514.7
392,330.0,507.7
393,680.0,508.7
394,380.0,501.7
395,830.0,504.7
396,160.0,501.0
397,530.0,499.5
398,430.0,498.2
399,310.0,496.5
400,280.0,491.0
401,180.0,481.5
402,310.0,482.8
403,460.0,481.6
404,630.0,485.5
405,310.0,484.8
406,360.0,486.3
407,280.0,484.3
408,230.0,484.0
409,210.0,483.3
410,180.0,476.8
411,380.0,478.0
412,280.0,470.5
413,380.0,471.7
414,380.0,465.7
415,360.0,467.2
416,380.0,460.7
417,280.0,458.9
418,530.0,462.1
419,630.0,459.8
420,290.0,453.4
421,830.0,452.4
422,630.0,454.9
423,230.0,451.9
424,110.0,450.7
425,230.0,448.7
426,130.0,441.2
427,230.0,439.2
428,260.0,435.2
429,460.0,434.5
430,1180.0,443.0
431,110.0,440.3
432,180.0,435.8
433,380.0,437.5
434,380.0,439.5
435,480.0,443.5
436,330.0,445.0
437,530.0,447.0
438,480.0,449.0
439,280.0,448.5
440,380.0,448.7
441,280.0,447.7
442,260.0,446.7
443,210.0,444.5
444,280.0,442.0
445,830.0,443.5
446,210.0,438.3
447,730.0,440.8
448,230.0,432.3
449,310.0,431.6
450,480.0,426.1
451,580.0,426.8
452,330.0,429.3
453,310.0,426.1
454,310.0,423.9
455,380.0,421.4
456,360.0,415.2
457,160.0,410.2
458,180.0,404.7
459,580.0,407.7
460,210.0,408.0
461,380.0,407.5
462,330.0,407.7
463,660.0,405.5
464,410.0,404.8
465,280.0,404.0
466,180.0,402.5
467,310.0,402.0
468,430.0,403.7
469,260.0,401.5
470,260.0,398.8
471,430.0,397.8
472,230.0,395.8
473,380.0,397.0
474,160.0,388.8
475,460.0,390.3
476,330.0,392.0
477,280.0,390.0
478,230.0,383.5
479,310.0,377.3
480,730.0,379.3
481,330.0,374.5
482,430.0,373.0
483,330.0,372.0
484,480.0,370.0
485,530.0,372.0
486,280.0,373.7
487,580.0,373.7
488,330.0,374.7
489,280.0,374.4
490,580.0,375.4
491,110.0,373.1
492,390.0,373.7
493,230.0,369.2
494,310.0,368.5
495,460.0,364.8
496,360.0,366.8
497,930.0,370.8
498,580.0,372.3
499,280.0,372.0
500,180.0,371.0
