Episode,Episode Score,Running Average
198,630.0,699.5
199,730.0,700.5
200,330.0,701.0
201,880.0,705.0
202,230.0,700.5
203,630.0,700.5
204,1080.0,705.5
205,730.0,708.5
206,680.0,703.5
207,480.0,702.5
208,380.0,699.5
209,530.0,701.7
210,980.0,705.7
211,290.0,696.8
212,880.0,695.8
213,310.0,695.6
214,430.0,695.1
215,680.0,694.1
216,480.0,689.6
217,260.0,689.1
218,880.0,693.1
219,1130.0,697.1
220,830.0,695.1
221,830.0,693.1
222,410.0,688.9
223,680.0,687.4
224,880.0,687.9
225,160.0,685.4
226,880.0,687.9
227,1030.0,687.4
228,180.0,683.9
229,780.0,685.4
230,1080.0,691.9
231,660.0,695.4
232,930.0,695.4
233,630.0,695.9
234,830.0,695.9
235,530.0,694.4
236,1130.0,701.4
237,380.0,695.4
238,260.0,690.7
239,930.0,693.7
240,680.0,695.7
241,1180.0,703.2
242,1030.0,709.7
243,530.0,704.7
244,1030.0,705.2
245,780.0,704.7
246,230.0,696.2
247,580.0,695.2
248,630.0,697.7
249,280.0,693.7
250,530.0,693.2
251,530.0,693.2
252,880.0,691.2
253,980.0,692.7
254,460.0,690.0
255,630.0,694.0
256,580.0,698.4
257,240.0,690.0
258,810.0,687.8
259,210.0,687.6
260,530.0,684.6
261,410.0,680.4
262,610.0,683.6
263,980.0,688.1
264,680.0,686.6
265,330.0,678.1
266,930.0,676.6
267,630.0,680.0
268,230.0,670.5
269,830.0,673.7
270,290.0,670.8
271,530.0,673.5
272,480.0,669.0
273,380.0,663.5
274,630.0,663.0
275,480.0,666.0
276,310.0,658.8
277,980.0,663.8
278,680.0,659.3
279,330.0,655.8
280,780.0,659.3
281,880.0,661.3
282,580.0,657.8
283,680.0,653.8
284,530.0,647.3
285,480.0,643.8
286,1130.0,646.8
287,480.0,644.3
288,980.0,642.8
289,580.0,636.8
290,230.0,636.0
291,180.0,632.5
292,430.0,632.7
293,730.0,629.7
294,930.0,629.7
295,630.0,629.4
296,110.0,625.2
297,430.0,624.7
298,630.0,624.7
299,630.0,623.7
300,310.0,623.5
301,460.0,619.3
302,930.0,626.3
303,630.0,626.3
304,1030.0,625.8
305,680.0,625.3
306,480.0,623.3
307,980.0,628.3
308,380.0,628.3
309,430.0,627.3
310,430.0,621.8
311,580.0,624.7
312,680.0,622.7
313,210.0,621.7
314,180.0,619.2
315,880.0,621.2
316,430.0,620.7
317,480.0,622.9
318,430.0,618.4
319,580.0,612.9
320,530.0,609.9
321,680.0,608.4
322,880.0,613.1
323,730.0,613.6
324,180.0,606.6
325,580.0,610.8
326,730.0,609.3
327,680.0,605.8
328,480.0,608.8
329,430.0,605.3
330,410.0,598.6
331,780.0,599.8
332,780.0,598.3
333,480.0,596.8
334,780.0,596.3
335,930.0,600.3
336,580.0,594.8
337,530.0,596.3
338,530.0,599.0
339,830.0,598.0
340,780.0,599.0
341,930.0,596.5
342,530.0,591.5
343,280.0,589.0
344,530.0,584.0
345,330.0,579.5
346,760.0,584.8
347,780.0,586.8
348,510.0,585.6
349,560.0,588.4
350,280.0,585.9
351,280.0,583.4
352,340.0,578.0
353,360.0,571.8
354,580.0,573.0
355,530.0,572.0
356,730.0,573.5
357,310.0,574.2
358,480.0,570.9
359,180.0,570.6
360,980.0,575.1
361,330.0,574.3
362,280.0,571.0
363,880.0,570.0
364,830.0,571.5
365,360.0,571.8
366,630.0,568.8
367,480.0,567.3
368,430.0,569.3
369,530.0,566.3
370,480.0,568.2
371,880.0,571.7
372,330.0,570.2
373,230.0,568.7
374,210.0,564.5
375,440.0,564.1
376,780.0,568.8
377,480.0,563.8
378,210.0,559.1
379,830.0,564.1
380,160.0,557.9
381,330.0,552.4
382,630.0,552.9
383,330.0,549.4
384,430.0,548.4
385,530.0,548.9
386,480.0,542.4
387,630.0,543.9
388,330.0,537.4
389,180.0,533.4
390,160.0,532.7
391,230.0,533.2
392,160.0,530.5
393,280.0,526.0
394,610.0,522.8
395,380.0,520.3
396,360.0,522.8
397,680.0,525.3
398,760.0,526.6
399,480.0,525.1
400,310.0,525.1
